record_id,redcap_data_access_group,redcap_survey_identifier,annual_survey_timestamp,start_date,host,host_other,facility_type,facitity_type_other,position,position_other_5,accreditation,support___1,support___2,support___3,support___4,support___5,support___6,support___7,support___8,host_other_2,staff_cost,staff_cost_currency,staff_other_dollars,ac_female_fte_con,ac_female_fte_ft,ac_female_fte_cas,ac_female_fte_cal,ac_male_fte_con,ac_male_fte_ft,ac_male_fte_cas,academic_male_fte,ac_other_fte_con,ac_other_fte_ft,ac_other_fte_cas,ac_other_fte_cal,pro_female_fte_con,pro_female_fte_ft,pro_female_fte_cas,pro_female_fte_cal,pro_male_fte_con,pro_male_fte_ft,pro_male_fte_cas,pro_male_fte,pro_other_fte_con,pro_other_fte_ft,pro_other_fte_cas,pro_other_fte_cal,ad_female_fte_con,ad_female_fte_ft,ad_female_fte_cas,ad_female_fte_cal,ad_male_fte_con,ad_male_fte_ft,ad_male_fte_cas,ad_male_fte,ad_other_fte_con,ad_other_fte_ft,ad_other_fte_cas,ad_other_fte_cal,staff_total_fte_cal,no_ms_q_ot_it,no_ms_q_ot_it_ionmob,no_ms_q_ot,no_ms_q_ot_ionmob,no_ms_qtof,no_ms_qtof_ionmob,no_ms_qqq,no_ms_qqq_ionmob,no_ms_tof_tof,no_ms_tof_tof_ionmob,no_ms_ft_icr,no_ms_ft_icr_ionmob,no_ms_it,no_ms_it_ionmob,no_ms_s_q,no_ms_s_q_ionmob,no_ms_other,no_ms_other_ionmob,no_ms_total,no_ms_q_ot_it_new19,no_ms_q_ot_new19,no_ms_qtof_new19,no_ms_qqq_new19,no_ms_tof_tof_new19,no_ms_ft_icr_new19,no_ms_it_new19,no_ms_s_q_new19,no_ms_other_new19,no_ms_q_ot_it_new19_fund,no_ms_q_o_new19_fund,no_ms_qtof_new19_fund,no_ms_qqq_qtrap_new19_fund,no_ms_tof_tof_new19_fund,no_ms_ft_icr_new19_fund,no_ms_it_new19_fund,no_ms_s_q_new19_fund,no_ms_other_new19_fund,ms_other_type,ms_fund_source_other_info,ms_fund_source_host,ms_fund_source_phil,ms_fund_source_state,ms_fund_source_fed,ms_fund_source_riip,ms_fund_source_charity,ms_fund_source_self,ms_fund_source_other,ms_fund_source_total,maintenance_cost,maintenance_cost_currency,maintenance_other_dollars,maintenance_warranty,maintenance_ful,maintenance_prev,maintenance_none,maintenance_other,ms_decom,ms_decom_model,soft_hdi,soft_scils,soft_byonic,soft_dia_nn,soft_ency,soft_mascot,soft_md,soft_mh,soft_mq,soft_metamorph,soft_msfragger,soft_openms,soft_peaks,soft_swath,soft_pqip,soft_pd,soft_pp,soft_scaf,soft_spec,soft_swathx,soft_tpp,soft_analyst,soft_cd,soft_chemstation,soft_ls,soft_lv,soft_pqi,soft_mlynx,soft_msdial,soft_metab_express,soft_freestyle,soft_gcimage,soft_insight,soft_multiq,soft_qual,soft_skyline,soft_sciexos,soft_targetlynx,soft_tf,soft_other,pricing_subscription,pricing_fee4service_per_sample,pricing_fee4service_per_hr,pricing_self_per_sample,pricing_self_per_hour,pricing_other,ms_fund_source_total_2,rates___1,rates___2,rates___3,rates___4,rates_other,rates_ac_int_to_ac_ex,rates_ac_int_to_com,rates_driver_prof,rates_driver_market,rates_driver_costs,rates_driver_subs,rates_driver_other,rates_other_what,customer_type_ac,customer_type_clinicians,customer_type_student,customer_type_comm,customer_type_other,customer_type_total,customer_type_other_what,customer_location_dept,customer_location_institute,customer_location_city,customer_location_state,customer_location_aus,customer_location_asia,customer_location_world,customer_type_total_2,signup_email,signup_excel,signup_project,signup_custom,signup_package,signup_job,signup_don_t,signup_other,signup_other_what,train_vendor_mat,train_vendor_live,train_inhouse_online,train_inhouse_group,train_inhouse_1to1,train_other,train_other_what,tracking_excel,tracking_custom,tracking_package,tracking_job,tracking_dont,tracking_other,tracking_other_what,satisfcation,marketing_budget,marketing_budget_other_what,marketing_plan,marketing_personnel,your_market___1,your_market___2,your_market___3,your_market___4,your_market___5,your_market___6,your_market___7,marketing_platforms___1,marketing_platforms___2,marketing_platforms___3,marketing_platforms___4,marketing_platforms___5,marketing_platforms___6,marketing_platforms___7,marketing_platforms___8,marketing_platforms___9,marketing_platforms___10,marketing_other,costs_user_fees,costs_charity,costs_state,costs_fed,costs_host,costs_philan,costs_other,costs_total,funding_applications,constraint_none,constraint_staff,constraint_services,constraint_price_up,constraint_price_down,constraint_subcontract,constraint_delay_equip,constraint_delay_infra,constraint_delay_projects,constraint_inc_util,revenue_currency,revenue_other_dollars,revenue_target,revenue_change,plan_fee4service,revenue,plan_self_service,plan_instrument_cap,plan_data,plan_staff,revenue_spend___1,revenue_spend___2,revenue_spend___3,revenue_spend___4,revenue_spend___5,revenue_spend___6,revenue_spend___7,revenue_spend_other_what,new_app_cetsa,new_app_flux,new_app_gly,new_app_hdx,new_app_clin,new_app_lipid,new_app_msi,new_app_meta,new_app_modi,new_app_proteomics,new_app_single,new_app_native,new_app_tails,new_instrument_2020,new_instrument_what,staff_change_this_year,staff_change_fte,user_change_this_year,user_change,fee4service_change_year,fee4service_change,fantasy_instrument,challenge,comments,email_for_results,annual_survey_complete
24,,,5/08/2022 18:03,5/08/2022,Research Institute,,Core facility,,Director,,Yes - we have accreditation,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,2400000,,,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,9,0,0,9,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,24,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,6,,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,106000,,,,2,,1,PM + Service tickets across the facility for 3 instrument,No,,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,0,100,0,0,0,0,100,Checked,Checked,Checked,Unchecked,,0,300,5,2,1,NA,,,70,0,10,20,0,100,,0,5,70,0,10,5,10,100,2,NA,3,NA,4,1,NA,NA,,NA,NA,NA,NA,NA,1,We dont train customers,2,NA,1,3,NA,NA,,Yes,An ad hoc budget less than $10k per annum,,Yes,No,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,,20,0,0,0,0,0,80,100,No,NA,5,4,3,,NA,1,2,NA,6,,,No,,1,400000,0,3,1,1,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,,No plans for,No plans for,"Already do, a bit",No plans for,"Already do, a lot",No plans for,No plans for,No plans for,"Already do, a bit","Already do, a lot",Would like,"Already do, a bit",No plans for,Yes,Mass specs and LCs,go up,2,go up,10,go up,10,TIMS TOF,Experienced staff,,,Complete
25,,,10/08/2022 14:43,10/08/2022,University,,Core facility,,Academic staff,,No - and we don't have plans for accreditation in 2022,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Checked,Unchecked,,120000,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,1,,,,No,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,10,90,0,0,0,100,Checked,Checked,Checked,Unchecked,,0,300%,4,1,3,2,,,60,0,40,0,0,100,,60,25,0,0,10,3,2,100,1,,,,,,,,,,,,,1,,,3,2,,1,,,,No,No,,Yes,No,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,,20,0,0,0,80,0,0,100,Yes,,,,2,,,,3,,1,,,Yes,Stayed the same,5,100000,,,1,,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,No plans for,No plans for,Would like,No plans for,Would like,No plans for,No plans for,"Already do, a bit","Already do, a bit","Already do, a lot",Would like,No plans for,No plans for,No,,stay the same,,stay the same,,stay the same,,Orbitrap tribrid for TMT work,Likely relocation of facility to new city campus - challenge but also an opportunity for expansion,,,Complete
26,,,10/08/2022 14:46,10/08/2022,University,,Core facility,,Technical/Professional staff,,No - and we don't have plans for accreditation in 2022,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,,145000,NZ Dollars,,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,Checked,Checked,Checked,Unchecked,,,,,,3,,,,25,0,70,5,0,100,,80,5,6,0,5,2,2,100,3,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,No,No,,No,No,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,No,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,Yes,Synapt XS,,,,,,,,,,,Complete
27,,,11/08/2022 7:35,10/08/2022,University,,Core facility,,Manager,,No - and we don't have plans for accreditation in 2022,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,232000,NZ Dollars,,0.7,0,0,0.7,1.8,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,,1,,,,,,,,,New,,,,,,,,,,100,0,0,0,0,0,0,0,100,35000,NZ Dollars,,,,1,2,,No,,0,0,0,1,0,1,0,0,2,0,2,4,0,2,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,4,0,0,1,1,4,0,0,1,,0,75,0,25,0,0,100,Checked,Unchecked,Checked,Unchecked,,,>250,4,3,1,2,,,20,5,60,15,0,100,,80,10,0,0,10,0,0,100,1,3,,2,,,,,,,,,2,1,,,2,1,,,,,,No,No,,Yes,No,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,,25,0,0,0,75,0,0,100,No,,10,,5,,,2,2,,1,NZ Dollars,,Yes,Stayed the same,1,139000,1,5,2,5,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,No plans for,Would like,Would like,No plans for,No plans for,Getting this,,"Already do, a bit","Already do, a lot","Already do, a lot",No plans for,"Already do, a bit",Would like,No,,stay the same,,go up,10,stay the same,,"Orbitrap Fusion Lumos with FAIMS, versatility and flexibility for a great variety of applications","Workload/staff ratio is too high, which is related to financial constraints that do not permit the employment of higher staff FTEs ",,,Complete
28,,,10/08/2022 17:04,10/08/2022,Research Institute,,Core facility,,Manager,,No - and we don't have plans for accreditation in 2022,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,,384000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,6,,,1,0,,,,,,,,Seed/on loan,,,,,,,,,0,0,0,0,0,0,0,100,100,109000,,,1,3,,2,,,,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,0,90,10,0,0,0,100,Checked,Checked,Checked,Unchecked,,30,100,5,2,1,3,,,80,0,10,10,0,100,,0,60,20,0,20,0,0,100,2,NA,NA,3,NA,1,NA,NA,,6,NA,NA,1,1,NA,,2,NA,3,1,NA,NA,,Yes,No,,No,Yes,Unchecked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,,50,0,0,0,50,0,0,100,Yes,3,NA,8,NA,NA,8,1,NA,10,2,,,Yes,Stayed the same,3,200000,3,3,3,3,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,No plans for,Getting this,No plans for,No plans for,"Already do, a lot","Already do, a lot","Already do, a lot","Already do, a bit","Already do, a bit","Already do, a lot",Would like,No plans for,No plans for,No,,go up,1,go up,15,go up,15,new QqQ.  Existing instrument is 15 years old,funding and staffing,,,Complete
29,,,11/08/2022 9:22,11/08/2022,University,,Core facility,,Manager,,No - and we don't have plans for accreditation in 2022,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,0,NZ Dollars,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,1,3,1,0,0,0,0,0,0,2,0,0,0,9,,0,0,0,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,40000,,,,,,9,,Yes,ion trap LTQ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,1,0,3,0,0,0,0,0,0,5,0,0,0,0,,0,10,80,10,0,0,100,Checked,Checked,Checked,Unchecked,,2x,5-6x,,2,1,,,,,0,98,2,0,,,80,18,0,2,0,0,0,100,2,,,,,1,,,,,,,2,1,,,,,,1,,,,No,No,,No,No,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,100,0,0,0,0,0,0,100,Yes,1,,,,,,,,,,,,No,Stayed the same,,55000,,,,,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,,No plans for,No plans for,No plans for,No plans for,No plans for,"Already do, a bit","Already do, a lot",No plans for,No plans for,Would like,No plans for,"Already do, a bit",No plans for,No,,go up,0.5,stay the same,,stay the same,,Imaging instrument to grow our capacity as more demand that current capacity,requirement to do more commercial work with difficulty to recruit qualified personnel,,,Complete
30,,,11/08/2022 12:52,11/08/2022,University,,Core facility,,Director,,No - but we plan to apply for accreditation in 2022,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,372000,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,120000,,,,3,2,,,No,,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,80,5,10,5,0,0,100,Checked,Checked,Checked,Unchecked,,50,300,4,2,1,3,,,90,0,0,10,0,100,,60,30,0,10,0,0,0,100,,1,,,,,,,,5,4,2,1,3,,,1,,,,,,,Yes,No,,No,No,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,100,0,0,0,0,0,0,100,No,,,,1,,,4,3,,2,,,Yes,Stayed the same,,50000,,,,,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,,,"Already do, a bit",,,,,"Already do, a lot",,"Already do, a lot",,,,No,,stay the same,,stay the same,,go up,,,,,,Complete
31,,,15/08/2022 17:09,15/08/2022,Research Institute,,Core facility,,Academic staff,,Yes - we have accreditation,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,,,,0,,0,,0,1.8,0,1.8,0,0,0,0,0,3.8,0,3.8,0,1,0,1,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,,1,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,8,0,0,,0,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,8,,,,No,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,,0,100,0,0,0,0,100,Checked,Checked,Checked,Unchecked,,50,100,NA,NA,5,NA,NA,,20,0,70,10,,,,20,40,0,28,10,0,2,100,NA,NA,8,NA,NA,NA,NA,NA,,NA,NA,NA,NA,4,NA,,NA,NA,5,,NA,NA,,Yes,An ad hoc budget less than $10k per annum,,No,Yes,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,60,0,0,40,0,0,0,100,No,8,8,,,,,8,,,8,,,Yes,Gone up,5,,,5,,5,Checked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,,Don't know,Getting this,No plans for,Would like,No plans for,No plans for,No plans for,"Already do, a lot",Getting this,"Already do, a lot","Already do, a bit",No plans for,No plans for,Yes,new MS,stay the same,,go up,20,stay the same,,Bruker TIMS tof MS,Keep going well,,,Complete
32,,,18/08/2022 15:10,17/08/2022,University,,Core facility,,Manager,,Yes - we have accreditation,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,1350000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,7.8,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,1,1,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,8,1,,,,,,,,,New,,,,,,,,,,,22,0,0,0,78,0,0,0,100,230000,,,2,,1,4,,Yes,MALDI 4800,0,0,0,3,0,3,0,0,3,0,2,0,2,2,0,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,,0,60,0,0,40,0,100,Checked,Checked,Checked,Unchecked,,100,100,5,4,1,3,2,,30,0,40,30,0,100,,35,15,30,10,0,10,0,100,1,2,NA,NA,NA,3,NA,4,,5,4,3,2,1,6,,NA,2,1,3,NA,NA,,Yes,Yes - less than $10k per annum,,No,No,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,,21,0,0,42,37,0,0,100,No,NA,9,8,4,6,7,1,2,5,3,,,Yes,Stayed the same,1,726000,1,2,1,3,Checked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,,No plans for,No plans for,Getting this,No plans for,Would like,No plans for,No plans for,No plans for,"Already do, a bit","Already do, a lot",Would like,"Already do, a bit",No plans for,,,stay the same,,go up,20,stay the same,,Eclipse for tribrid MS and optional extras for ionisation and collision features,Reducing operating deficits and minimising instrument downtime,,,Complete
33,,,17/08/2022 17:35,17/08/2022,University,,Core facility,,Manager,,No - and we don't have plans for accreditation in 2022,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,250000,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10000,,,3,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,,0,0,0,0,0,100,100,Checked,Checked,Checked,Unchecked,,20%,100%,4,2,1,4,1,,40,40,20,0,0,100,,0,80,20,0,0,0,0,100,1,1,NA,NA,NA,1,,,,,,,,1,1,We manage the instruments within the lab. We don't allow users to operate the instruments,1,,,,,,,Yes,No,,No,No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,50,0,0,0,50,0,0,100,Yes,1,,,,,,,4,,,,,,Gone up,,220000,,2,2,2,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,No plans for,No plans for,No plans for,No plans for,"Already do, a lot",Would like,Definitely don't want,"Already do, a bit",Would like,"Already do, a lot",Would like,Would like,No plans for,No,,stay the same,,go up,10,stay the same,,ZenoTof 7600,coping with demand,,,Complete
34,,,22/08/2022 9:46,18/08/2022,Research Institute,,Core facility,,Manager,,No - and we don't have plans for accreditation in 2022,Checked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,,745259,,,0,3,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,,1,,,,,,,,,New,,,,,,,,,,100,0,0,0,0,0,0,0,100,119001,,,1,5,,,,No,,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,0,100,0,0,0,,Checked,Checked,Checked,Unchecked,,50%,70%,5,5,1,1,NA,,40,20,30,10,0,100,,5,65,20,0,10,0,0,100,1,6,1,,3,NA,NA,NA,,NA,NA,4,5,1,NA,,1,NA,NA,3,NA,NA,,No,Other,One-off 2022 Internal Grant for Comms (25k),Yes,No,Unchecked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,50,0,0,0,50,0,0,100,No,NA,10,8,1,10,10,5,5,10,1,,,Yes,Gone up,5,254416,5,5,5,5,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,"Already do, a bit",No plans for,No plans for,Getting this,"Already do, a bit",No plans for,No plans for,Getting this,"Already do, a bit","Already do, a lot",Would like,"Already do, a lot",Getting this,Yes,Vanquish Neo UHPLC,go up,1,go up,20,go up,20,timsTOF SCP,Covering direct costs,,,Complete
35,,,18/08/2022 18:12,18/08/2022,Research Institute,,Research group,,Manager,,No - and we don't have plans for accreditation in 2022,Checked,Unchecked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,400000,NZ Dollars,,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,5,,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,60000,NZ Dollars,,,2,,2,,No,,0,0,0,1,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,100,100,Unchecked,Unchecked,Unchecked,Checked,Internal/external rate,,,3,3,1,3,,,30,0,10,60,0,100,,10,0,10,30,45,5,0,100,1,3,1,8,8,8,8,8,,2,6,6,1,2,6,,5,1,5,5,5,NA,,Yes,Yes - less than $10k per annum,,No,No,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,10,0,0,60,30,0,0,100,Yes,NA,4,NA,3,9,8,2,1,8,9,,,No,,,,,3,,3,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,No plans for,No plans for,Would like,No plans for,No plans for,No plans for,No plans for,No plans for,"Already do, a lot","Already do, a lot",Would like,No plans for,No plans for,Yes,timsTOF Pro 2 delivered in June,stay the same,,stay the same,,stay the same,,orbitrap exploris 240,money,,,Complete
36,,,21/08/2022 17:58,21/08/2022,University,,Core facility,,Manager,,No - and we don't have plans for accreditation in 2022,Checked,Unchecked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,,294000,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,1,1,0,0,0,0,0,0,0,4,0,2,0,11,0,0,0,0,,,,0,0,,,,,,,,,,1) Orbitrap Elite IT-Orbitrap; and 2) Micromass Autospec Premier (High-res EI Magnetic Sector),,80,0,0,0,0,0,20,0,100,0,,,1,0,0,0,"We did our own instrument maintenance and repairs, sometimes with help from our workshop and sometimes in consultation with vendor online support.",No,,0,0,0,1,1,0,0,10,8,0,0,5,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,3,9,1,10,1,0,0,10,2,0,0,1,UniDec: 3; MZMine3:2; Analyzer Pro: 1; AMDIS:6,0,0,35,0,62,3,100,Checked,Checked,Checked,Unchecked,,1.5X,5X,NA,2,3,1,NA,,45,0,51,4,0,100,,76,4,20,0,0,0,0,100,1,2,NA,3,NA,NA,NA,4,,3,NA,2,4,1,NA,,1,2,NA,NA,NA,NA,,No,No,,Yes,No,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,,20,0,0,0,80,0,0,100,No,NA,1,3,2,NA,NA,NA,NA,NA,3,,,Yes,Gone up,1,76074,1,3,2,2,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,Would like,Would like,Would like,"Already do, a bit",Would like,Getting this,Would like,"Already do, a lot","Already do, a bit","Already do, a lot",Would like,"Already do, a lot",Would like,No,,stay the same,,stay the same,,go up,,The latest Thermo Tribrid with FAIMS and microfluidic front end for sample prep and ultra low flow UHPLC,Finding funding for new high-end instruments and finding time to code and set up data management systems.,,,Complete
